ID,Q1_SSC_GPA,Q2_Secondary_School_Name,EIIN,Q3_School_Location,A1_Gender,A2_Home_Location,A3_Group_Type,A4_Medium_of_Education,B1_Monthly_Family_Income,B2_Father_Education,B3_Mother_Education,B4_Father_Occupation,B5_Received_Stipend,B6_Quiet_Study_Place_At_Home,C1_Class_Attendance_Rate,C2_Daily_Self_Study_Hours,C3_Repeated_Any_Class,C4_Regular_Homework_Completion,D1_Private_Tutor_At_Home,D2_Attended_Coaching_Center,D3_Used_Suggestion_Or_Guide_Books,D4_Extra_Classes_At_School,E0_Owned_Smartphone,E1_Internet_Access,E2_Daily_Internet_Usage_Hours,E3_Social_Media_Account,E4_Primary_Purpose_of_Internet,F1_School_Lab_Facility,F2_School_Library_Facility,F3_Departmental_Teacher_Count,F4_Class_Student_Count,G1_Understand_Difficult_Subjects,G2_Confidence_In_Core_Concepts,G3_Master_School_Skills,G4_Perform_Better_Than_Peers,G5_Confidence_In_Exam_Questions,G6_Nervous_Forget_Concepts,G7_Anxious_Insomnia_Before_Exam,G8_Anxious_Under_Pressure_Despite_Studying,G9_Peaceful_During_Exam,G10_Parents_Encouraged_Hard_Work,G11_Family_Interested_In_Progress,G12_Parents_Provided_Study_Materials,G13_Family_Discussed_School_Progress,Appeared,Passed,Pass rate,GPA_5,GPA_%,Appeared_numeric,Passed_numeric,Pass rate_numeric,GPA_%_numeric,Calculated_pass_rate,Pass_rate_difference,Calculated_GPA5_percentage,Calculated_pass_rate_check,Pass_rate_difference_check,G1_Understand_Difficult_Subjects_score,G2_Confidence_In_Core_Concepts_score,G3_Master_School_Skills_score,G4_Perform_Better_Than_Peers_score,G5_Confidence_In_Exam_Questions_score,G6_Nervous_Forget_Concepts_score,G7_Anxious_Insomnia_Before_Exam_score,G8_Anxious_Under_Pressure_Despite_Studying_score,G9_Peaceful_During_Exam_score,G10_Parents_Encouraged_Hard_Work_score,G11_Family_Interested_In_Progress_score,G12_Parents_Provided_Study_Materials_score,G13_Family_Discussed_School_Progress_score,G9_Peaceful_During_Exam_reverse,Academic_Self_Efficacy_Score,Exam_Anxiety_Score,Family_Academic_Support_Score,Target_numeric
306,3.00 - 4.49,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,No Institutional Education,No Institutional Education,Business / Self-employed,No,No,75% or Above,2 - 4 Hours,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Not Available,3,25,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,4,4,4,4,4,4,1,4,2,4,4,4,3,4,4.0,3.25,3.75,1
307,3.00 - 4.49,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,5,40,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4.0,3.5,4.0,1
308,4.50 - 5.00,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,No,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,3,25,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,5,4,5,4,4,5,5,4,2,5,5,5,4,4,4.4,4.5,4.75,2
309,3.00 - 4.49,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Primary,No Institutional Education,Business / Self-employed,No,Yes,Below 60%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,More than 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,3,25,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,4,4,4,4,4,2,2,2,5,4,4,4,4,1,4.0,1.75,4.0,1
310,4.50 - 5.00,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Not Available,3,25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,5,5,5,5,5,1,1,4,4,4,1,4,1,2,5.0,2.0,2.5,2
311,3.00 - 4.49,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,Yes,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,40,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,3,3,3,4,3,4,2,2,4,4,4,4,4,2,3.2,2.5,4.0,1
312,4.50 - 5.00,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,No Institutional Education,Primary,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,Yes,Yes,More than 4 Hours,Yes,Studying / Educational Content,Not Available,Not Available,3,50,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4.2,3.5,4.0,2
313,3.00 - 4.49,"Holy Child Model School & College, Vannara",136518,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Primary,Job (Government or Private),No,Yes,60% - 75%,More than 4 Hours,No,Sometimes,No,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Social Media / Entertainment,Not Available,Not Available,3,25,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,242,198,82%,20,11%,242.0,198.0,82.0,11.0,81.81818181818183,0.18181818181817277,10.1010101010101,81.81818181818183,0.18181818181817277,4,3,4,4,3,3,3,3,3,4,3,4,4,3,3.6,3.0,3.75,1
314,4.50 - 5.00,Morning Sun High School,134182,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,No,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Available,5,45,Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,467,342,73%,28,9%,467.0,342.0,73.0,9.0,73.23340471092077,-0.23340471092076598,8.187134502923977,73.23340471092077,-0.23340471092076598,4,3,4,3,5,2,1,2,4,4,4,4,3,2,3.8,1.75,3.75,2
315,3.00 - 4.49,Morning Sun High School,134182,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,No,75% or Above,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Available,5,45,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,467,342,73%,28,9%,467.0,342.0,73.0,9.0,73.23340471092077,-0.23340471092076598,8.187134502923977,73.23340471092077,-0.23340471092076598,4,3,3,3,2,4,4,4,3,4,4,4,4,3,3.0,3.75,4.0,1
316,3.00 - 4.49,Konabari Ideal Junior School,137043,Town/City (Urban),Female,Urban Area,Commerce,Bangla Medium,Above 40000 TK,Primary,Primary,Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Not Available,Not Available,4,30,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,467,342,73%,28,9%,467.0,342.0,73.0,9.0,73.23340471092077,-0.23340471092076598,8.187134502923977,73.23340471092077,-0.23340471092076598,5,4,5,4,4,5,4,4,4,4,4,4,4,2,4.4,3.75,4.0,1
317,3.00 - 4.49,Professor Shahjahan Ali College,136026,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Available,4,30,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,3,3,3,2,3,4,4,4,4,4,4,4,4,2,2.8,3.5,4.0,1
318,4.50 - 5.00,Professor Shahjahan Ali College,136026,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Both Equally,Not Available,Available,4,30,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,4,3,3,3,4,4,2,2,3,4,3,5,5,3,3.4,2.75,4.25,2
319,3.00 - 4.49,Professor Shahjahan Ali College,136026,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Below 15000 TK,Primary,Primary,Business / Self-employed,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,No,No,No,No,Never_Use,No,Never_USe,Not Available,Available,4,30,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,4,4,4,4,3,3,3,3,4,4,5,4,4,2,3.8,2.75,4.25,1
320,3.00 - 4.49,Professor Shahjahan Ali College,136026,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,No Institutional Education,Primary,Others,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,Yes,Yes,No,No,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Available,4,30,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,4,2,2,3,3,4,4,3,2,5,4,4,4,4,2.8,3.75,4.25,1
321,3.00 - 4.49,Professor Shahjahan Ali College,136026,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,More than 4 Hours,Yes,Both Equally,Not Available,Available,4,30,Strongly Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,5,4,2,3,3,4,4,3,2,5,4,4,4,4,3.4,3.75,4.25,1
322,3.00 - 4.49,Professor Shahjahan Ali College,136026,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,No,Yes,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Available,4,30,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,4,4,5,4,4,2,2,4,4,4,4,5,4,2,4.2,2.5,4.25,1
323,3.00 - 4.49,Professor Shahjahan Ali College,136026,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Primary,Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Available,4,30,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,151,123,81%,6,5%,151.0,123.0,81.0,5.0,81.45695364238411,-0.4569536423841072,4.878048780487805,81.45695364238411,-0.4569536423841072,2,3,2,3,3,4,4,4,2,4,4,4,5,4,2.6,4.0,4.25,1
324,3.00 - 4.49,Barai bari A.K.U Institution & College,109113,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,55,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,252,153,61%,3,3,252.0,153.0,61.0,3.0,60.71428571428571,0.2857142857142918,1.9607843137254901,60.71428571428571,0.2857142857142918,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4.0,3.5,3.75,1
325,3.00 - 4.49,Barai bari A.K.U Institution & College,109113,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,5,55,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,252,153,61%,3,3,252.0,153.0,61.0,3.0,60.71428571428571,0.2857142857142918,1.9607843137254901,60.71428571428571,0.2857142857142918,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3.8,3.5,3.75,1
326,3.00 - 4.49,Barai bari A.K.U Institution & College,109113,Village (Rural),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Primary,Agriculture,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,No,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Not Available,5,55,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,252,153,61%,3,3,252.0,153.0,61.0,3.0,60.71428571428571,0.2857142857142918,1.9607843137254901,60.71428571428571,0.2857142857142918,4,4,4,4,3,3,1,2,5,4,4,4,4,1,3.8,1.75,4.0,1
327,3.00 - 4.49,Barai bari A.K.U Institution & College,109113,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,No Institutional Education,No Institutional Education,Agriculture,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,55,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,252,153,61%,3,3,252.0,153.0,61.0,3.0,60.71428571428571,0.2857142857142918,1.9607843137254901,60.71428571428571,0.2857142857142918,4,4,4,4,4,2,2,2,4,5,4,4,4,2,4.0,2.0,4.25,1
328,3.00 - 4.49,Barai bari A.K.U Institution & College,109113,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,5,55,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,252,153,61%,3,3,252.0,153.0,61.0,3.0,60.71428571428571,0.2857142857142918,1.9607843137254901,60.71428571428571,0.2857142857142918,4,4,4,3,4,4,4,3,3,5,4,4,4,3,3.8,3.5,4.25,1
329,3.00 - 4.49,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Female,Rural Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,2,45,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,4,4,4,3,3,3,4,4,3,5,3,3,3,3,3.6,3.5,3.5,1
330,4.50 - 5.00,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Primary,Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,No,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,No,Both Equally,Not Available,Not Available,2,45,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3.8,3.5,4.0,2
331,3.00 - 4.49,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Male,Rural Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Primary,Job (Government or Private),No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,2,45,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,4,1,1,5,4,4,4,3,3,4,3,4,3,3,3.0,3.5,3.5,1
332,3.00 - 4.49,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,No,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,2,45,Strongly Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,5,4,2,4,2,3,4,4,2,4,4,4,4,4,3.4,3.75,4.0,1
333,3.00 - 4.49,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Primary,Business / Self-employed,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,2,45,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,4,4,4,5,2,4,3,4,4,4,4,2,2,2,3.8,3.25,3.0,1
334,3.00 - 4.49,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Very Low / Rarely,Yes,Yes,Yes,No,Yes,Yes,Less than 2 Hours,Yes,Social Media / Entertainment,Not Available,Not Available,4,40,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,4,4,4,4,4,1,1,2,4,4,4,4,3,2,4.0,1.5,3.75,1
335,3.00 - 4.49,Rafiqraju Cadet School kaliakair,109077,Village (Rural),Male,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Higher Secondary (HSC) or Above,Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,No,No,Yes,Less than 2 Hours,No,Social Media / Entertainment,Not Available,Not Available,4,40,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,166,110,66%,2,2%,166.0,110.0,66.0,2.0,66.26506024096386,-0.26506024096386227,1.8181818181818181,66.26506024096386,-0.26506024096386227,4,4,4,3,5,1,4,4,4,4,4,5,4,2,4.0,2.75,4.25,1
336,3.00 - 4.49,Kuri Para High School,114495,Village (Rural),Female,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Available,Not Available,3,100,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,116,74,64%,1,1%,116.0,74.0,64.0,1.0,63.793103448275865,0.20689655172413524,1.3513513513513513,63.793103448275865,0.20689655172413524,4,3,2,3,4,4,5,4,2,4,5,4,4,4,3.2,4.25,4.25,1
337,Below 3.00,Kuri Para High School,114495,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Primary,Agriculture,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Available,Not Available,3,60,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,116,74,64%,1,1%,116.0,74.0,64.0,1.0,63.793103448275865,0.20689655172413524,1.3513513513513513,63.793103448275865,0.20689655172413524,4,4,4,4,2,4,5,4,2,5,4,4,5,4,3.6,4.25,4.5,0
338,Below 3.00,Kuri Para High School,114495,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Primary,Agriculture,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Available,Not Available,3,60,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,116,74,64%,1,1%,116.0,74.0,64.0,1.0,63.793103448275865,0.20689655172413524,1.3513513513513513,63.793103448275865,0.20689655172413524,4,3,2,3,2,4,5,4,4,4,4,4,4,2,2.8,3.75,4.0,0
339,3.00 - 4.49,Kuri Para High School,114495,Village (Rural),Female,Rural Area,Science,Bangla Medium,Below 15000 TK,Primary,Secondary (SSC or Below),Others,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Available,Not Available,3,100,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,116,74,64%,1,1%,116.0,74.0,64.0,1.0,63.793103448275865,0.20689655172413524,1.3513513513513513,63.793103448275865,0.20689655172413524,4,4,4,3,4,4,4,3,2,4,5,3,4,4,3.8,3.75,4.0,1
340,3.00 - 4.49,Mouchak Moonlight Public School,134681,Village (Rural),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Not Available,3,25,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,116,74,64%,1,1%,116.0,74.0,64.0,1.0,63.793103448275865,0.20689655172413524,1.3513513513513513,63.793103448275865,0.20689655172413524,4,4,4,4,4,2,5,3,5,5,5,5,2,1,4.0,2.75,4.25,1
341,3.00 - 4.49,Benupur Bazlur Rahman High School,109069,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Primary,Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,Yes,Yes,Yes,No,Yes,2 - 4 Hours,No,Both Equally,Not Available,Not Available,4,50,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,180,107,59%,3,3%,180.0,107.0,59.0,3.0,59.44444444444444,-0.44444444444444287,2.803738317757009,59.44444444444444,-0.44444444444444287,4,4,5,4,4,4,2,1,4,4,4,4,4,2,4.2,2.25,4.0,1
